15.821,0.61831,-0.53353,-0.55977,0.73075,-0.76935,-0.69924,0.73447,0.83503,0.65041,-0.76072,0.51193,0.75935,-0.58096,-0.5644,-0.7092,0.56459,0.86644,0.82808,0.52818,0.63291,0.57563,-0.58207,0.83607,-0.53181,-0.8747,-0.50892,0.51112,-0.69612,0.91543,-0.75855,-0.82889,0.7373,0.61223,0.51413,0.57925,0.56149,-0.50613,-0.52047,-0.72605,-0.66723,-0.58269,0.52498,0.6334,0.72613,0.50018,0.79251,0.88273,0.64098,0.88044,0.73569,0.53696,0.55827,-0.82324,0.7682,0.70007,-0.93704,0.54403,0.76733,-0.73272,0.7104,-0.60962,-0.64075,-0.65352,-0.59031,0.52342,0.61361,0.55551,0.75772,0.72012,0.82934,0.79415,0.51802,0.56089,-0.73952,0.6262,0.66846,-0.90461,-0.52673,0.80713,0.85299,0.81421,0.60188,-0.87084,-0.85092,-0.71721,-0.67821,-0.53935,-0.65421,0.57967,0.71858,-0.6688,-0.70987,0.69988,-0.8658,0.55376,-0.65907,0.52463,0.71004,0.62538,0.76355,-0.55825,-0.7356,-0.69432,-0.63617,-0.76494,0.78589,0.74568,-0.74488,0.52375,0.83216,0.51573,0.75069,-0.62803,-0.73617,-0.61707,-0.57894,0.51309,-0.6857,0.62378,-0.57208,-0.52551,-0.64242,0.69599,-0.56528,0.5306,0.5181,0.51265,0.54823,0.72371,0.97943,-0.65756,0.83983,-0.74719,-0.52912,0.64258,0.64629,0.77705,0.53125,0.56552,0.80547,-0.57068,-0.89079,-0.81851,0.69891,-0.59729,0.553,-0.61049,0.61064,-0.58774
0.61831,15.821,-0.7011,0.56085,-0.70255,-0.89155,-0.72458,-0.60054,-0.51503,-0.51509,-0.65626,-0.61775,0.74823,-0.72168,0.79856,-0.93836,-0.7444,0.51895,0.64077,-0.61919,0.67466,0.6223,-0.91249,0.68039,-0.50414,0.84953,0.60939,0.62136,-0.60319,-0.71763,-0.67713,-0.5979,-0.84871,-0.80514,-0.69444,0.54212,-0.89771,0.63671,0.67532,0.60848,0.96271,0.59679,-0.76562,0.66329,-0.54573,0.88611,0.87685,0.53618,0.76354,-0.51424,0.72917,0.72322,-0.69573,0.68408,0.588,0.53479,0.5001,-0.51216,0.72009,0.51934,0.92531,0.6601,0.77591,-0.5087,0.54648,0.54532,0.53058,0.73459,0.76713,0.61805,-0.67469,0.52944,0.55336,-0.73752,-0.82422,-0.52422,0.54916,-0.61548,-0.69253,0.84197,-0.63703,0.60061,0.5301,-0.52499,-0.52134,-0.74772,0.62569,0.64079,0.57735,-0.73262,-0.54768,0.50165,0.72441,-0.54483,0.61387,0.63984,0.56045,0.56165,0.68446,-0.77673,-0.6802,0.93823,0.56201,-0.66267,0.82436,0.83262,-0.61015,-0.59122,-0.59302,0.64457,0.67282,0.53567,-0.69581,-0.58423,0.99183,0.5426,0.70174,-0.5577,0.86618,0.5593,0.61566,-0.64395,0.54798,-0.64675,0.78704,-0.5038,0.51583,0.64413,0.63076,-0.58165,0.55394,0.64082,-0.6381,0.66585,-0.67118,-0.73827,0.56626,-0.56377,0.61211,-0.59441,0.50532,0.94772,0.7346,-0.60767,0.76542,0.65811,-0.78437,-0.53987,0.77869,-0.58407
-0.53353,-0.7011,15.821,0.77204,0.60525,-0.74997,0.76411,0.52756,-0.77145,0.85137,0.90317,0.96207,-0.52288,0.5443,-0.57262,0.55845,0.8951,-0.67169,-0.53851,-0.83288,-0.56116,0.62817,-0.60688,-0.59642,0.84592,0.80472,0.71701,-0.6459,0.50136,-0.50042,-0.65246,-0.86329,-0.54808,0.80212,-0.50636,0.65044,-0.77538,0.59312,0.68139,-0.57336,-0.60812,0.83268,0.67849,0.56661,0.69134,0.50365,-0.50103,-0.68295,-0.53958,0.85716,0.66909,0.58328,0.5423,0.78102,0.57446,-0.55076,-0.53918,0.74816,0.54402,0.65658,0.6805,-0.61113,-0.69156,-0.62618,-0.52826,0.51171,-0.89816,-0.75317,0.62518,-0.77003,-0.74442,-0.55005,-0.53118,-0.53416,-0.6928,0.56335,-0.88853,-0.84877,-0.57506,-0.65108,-0.60216,0.52234,-0.78931,-0.57096,-0.7107,0.60365,0.68703,0.72826,-0.5949,0.52576,0.63607,0.65821,-0.61046,0.56838,-0.81514,-0.63941,0.5916,-0.50067,0.5665,-0.60216,-0.5404,0.85574,0.55794,-0.71399,-0.54504,0.81522,0.56703,-0.86519,-0.55215,0.5228,-0.67139,-0.67581,0.85238,0.63284,-0.54902,-0.71758,0.50829,-0.52818,-0.72652,-0.75279,0.75434,0.81398,0.59122,0.52383,-0.68499,0.74299,-0.90843,-0.83855,0.82084,0.54189,-0.51238,0.60283,0.94096,0.81237,0.55286,0.50917,0.58834,0.91731,0.88157,0.75037,-0.71975,-0.50999,0.57066,-0.59759,-0.50572,-0.56977,-0.67543,-0.59306,0.72162,0.57261
-0.55977,0.56085,0.77204,15.821,-0.70321,-0.78754,-0.70287,0.96771,-0.55497,0.75279,0.6125,-0.86148,0.55095,0.71806,-0.67926,0.52738,0.92943,0.57767,-0.5069,0.88683,0.59601,-0.83709,-0.72416,0.57406,-0.56662,-0.8301,-0.54316,-0.77668,-0.51875,-0.78858,0.72137,-0.67634,-0.57315,0.61393,0.63961,-0.9129,-0.93082,-0.62171,-0.50745,0.74247,0.54319,0.85693,-0.57922,0.81364,0.6361,-0.92751,-0.93003,-0.50122,0.70191,-0.8386,0.91923,0.67157,-0.53788,0.74961,-0.84089,0.57326,0.64443,0.51499,-0.50566,-0.53999,-0.67781,-0.86725,-0.63496,0.75187,0.65773,-0.79872,0.97763,-0.66914,0.53592,-0.73133,-0.72076,-0.72487,-0.7446,-0.57589,-0.60014,-0.50546,-0.94239,0.74596,-0.57114,-0.63466,0.89282,-0.68776,-0.59829,-0.77763,-0.90474,0.63998,0.64014,0.83206,0.71896,-0.63258,-0.59038,-0.59059,0.80806,-0.52394,-0.70696,-0.65023,0.78381,0.66758,0.66374,-0.68412,0.5798,0.9021,-0.69087,-0.61527,-0.51351,0.79528,-0.79341,0.62755,-0.64389,0.62967,0.50067,-0.70114,-0.62089,-0.53646,-0.87652,-0.73569,-0.51923,-0.51022,0.60906,-0.66019,0.55424,-0.80485,-0.77716,-0.88573,-0.81008,0.69465,0.74742,0.88394,0.6774,0.53089,0.77698,0.50951,0.52273,0.6164,0.82968,0.51675,0.54733,-0.5102,-0.86557,-0.92771,-0.843,-0.51074,-0.8414,-0.53271,-0.57901,0.50358,0.7151,0.57405,-0.58258,0.65208
0.73075,-0.70255,0.60525,-0.70321,15.821,0.80708,0.52053,-0.79292,0.6323,-0.6074,0.60879,0.79857,-0.56219,-0.54671,-0.60191,-0.56606,0.79091,-0.50164,-0.7224,-0.51153,0.56428,-0.84706,0.68967,0.65658,0.77288,0.87708,0.61276,0.86076,-0.7067,0.75606,-0.52271,0.54498,0.56747,-0.69357,-0.702,-0.54351,-0.87042,-0.67682,-0.76889,0.67151,-0.78512,-0.77806,-0.96863,0.73604,-0.61237,-0.77793,0.69236,-0.74915,-0.87427,-0.65019,-0.86221,-0.90194,-0.92379,-0.72126,-0.86445,-0.74688,-0.84352,-0.67736,0.608,-0.63028,0.91045,0.51111,-0.69021,0.54052,-0.58124,-0.76747,-0.72726,-0.67881,0.67789,0.692,0.93133,0.78481,-0.75614,-0.83025,-0.54569,-0.51075,0.51921,-0.6914,-0.65627,-0.94469,-0.53918,0.78302,-0.53919,0.5526,-0.80649,-0.50699,0.67044,0.61148,-0.77986,0.54122,0.74192,0.56882,0.76122,0.62808,-0.61932,-0.55961,0.5698,-0.73908,-0.57797,0.60332,0.5108,0.57436,0.51376,-0.63891,-0.83702,-0.71919,0.58003,-0.55837,0.52842,-0.52196,0.83139,0.75725,0.61806,0.59667,-0.60969,0.63301,-0.74975,-0.53057,-0.73499,-0.63529,0.88634,0.72214,-0.53467,-0.60721,0.69484,-0.70907,0.81828,0.67327,-0.63863,0.77767,0.6522,0.55657,-0.60946,0.68501,-0.91389,0.55133,-0.60095,0.68533,-0.63806,0.5032,0.54151,0.71231,-0.66602,-0.75356,-0.50868,0.53341,-0.63338,0.94911,-0.53801,-0.50783
-0.76935,-0.89155,-0.74997,-0.78754,0.80708,15.821,0.88599,0.51739,0.61955,-0.53975,0.64954,-0.73189,-0.62401,0.56594,0.51063,-0.57129,0.69324,-0.52705,-0.84223,0.64763,0.73547,0.96682,-0.70271,-0.63583,-0.65602,-0.90063,0.82399,-0.70106,-0.52959,-0.50592,-0.79669,0.55427,0.54739,-0.6573,-0.76315,0.60874,0.51999,0.60468,0.77655,0.65958,0.74805,0.57329,-0.52604,-0.50987,-0.54369,0.77693,0.64315,0.60512,0.72466,-0.66371,-0.54871,0.53322,-0.51374,-0.65006,0.53715,-0.57042,-0.74535,-0.52371,-0.598,-0.63616,-0.51116,0.66832,0.50456,0.6277,-0.88244,-0.64926,-0.89024,-0.50047,-0.81769,-0.64718,0.50544,0.53741,-0.68488,0.81828,0.79959,0.65247,-0.78009,-0.55205,-0.547,-0.79353,0.77788,0.66787,0.86902,-0.50509,-0.50686,-0.51785,-0.67859,-0.68755,-0.78367,0.52879,-0.76147,0.54995,0.5419,-0.54053,-0.85339,-0.63327,-0.58726,0.68417,-0.71725,-0.50829,-0.54579,-0.80927,0.64684,-0.9263,0.57894,0.64205,-0.65787,-0.81266,0.71128,-0.60243,0.57399,0.58753,-0.59124,0.63451,-0.91123,0.8817,-0.90348,-0.67589,-0.63102,0.52599,-0.60697,0.74906,0.82566,0.55574,-0.51201,0.59342,0.59114,0.77552,0.72793,0.66907,-0.75952,-0.93197,0.73119,-0.56033,-0.59151,0.63685,-0.52956,0.77981,-0.53833,-0.60654,-0.55692,-0.9519,-0.70881,0.72344,-0.51936,-0.55225,0.65594,-0.61032,-0.84696,-0.52317
-0.69924,-0.72458,0.76411,-0.70287,0.52053,0.88599,15.821,0.91773,0.78321,-0.83351,0.50757,0.76482,-0.56865,-0.70033,0.63661,-0.76242,-0.77161,-0.55233,-0.8725,0.66727,0.54505,0.6009,-0.8586,0.50884,-0.55749,-0.81284,0.59602,-0.52648,0.71425,-0.52615,0.64234,0.52469,0.83359,0.56283,-0.51039,-0.52538,-0.61214,-0.58605,0.66837,0.52462,-0.71647,-0.77563,-0.5243,0.59419,-0.5293,0.57494,0.72328,-0.50632,0.79978,0.68653,-0.51704,-0.78404,-0.72025,0.56981,0.61518,0.58631,-0.67457,-0.64669,0.57677,-0.56412,-0.51481,0.56003,0.91418,0.66551,-0.7599,0.97394,-0.56877,-0.65596,0.82323,0.72181,-0.81147,-0.70749,0.54159,0.68222,0.67753,-0.54761,0.80267,0.93538,-0.52062,-0.76584,-0.6228,-0.64616,-0.86643,-0.60247,0.64684,-0.58866,-0.8424,0.81055,0.81531,0.64378,-0.70822,0.57293,0.81798,0.77624,0.61748,0.57105,-0.53328,0.51715,-0.67388,-0.68464,-0.53307,-0.5797,-0.60441,-0.73647,0.71807,-0.52682,0.62714,-0.88072,-0.79033,-0.6216,0.50384,-0.58197,0.51841,0.63548,0.79642,-0.63079,-0.51124,0.58305,0.6545,-0.62648,0.62093,0.52541,0.76226,-0.69471,0.61732,-0.51362,0.93068,-0.56869,-0.71613,-0.55644,0.91029,0.72647,-0.87578,0.56069,-0.65287,-0.78374,-0.51769,-0.53383,-0.54955,0.50611,0.606,0.50817,0.67505,0.71077,-0.69067,-0.56024,-0.53229,-0.63737,-0.77034,0.60834
0.73447,-0.60054,0.52756,0.96771,-0.79292,0.51739,0.91773,15.821,-0.75244,-0.95002,0.51694,-0.59752,0.52234,-0.63523,-0.63464,-0.60001,0.64382,0.61898,-0.6848,-0.74318,-0.80985,0.60011,-0.56828,-0.54399,-0.50301,-0.7151,-0.66643,-0.66497,0.76872,0.65189,0.7001,-0.56807,-0.73385,0.56188,-0.83983,-0.57209,-0.76991,0.9443,-0.62149,0.59881,-0.80442,0.69924,0.57442,-0.51909,0.50067,-0.77098,0.65867,0.54633,-0.8466,0.57781,-0.78104,0.50288,-0.68729,0.64592,-0.64283,0.87197,-0.66259,0.59105,-0.69913,0.9326,0.67741,-0.50086,0.5859,0.55914,0.65098,-0.96072,0.81708,-0.81425,0.51975,0.95544,0.63013,-0.50482,-0.52365,0.56299,-0.79504,-0.50181,-0.58895,-0.54188,-0.5362,0.53368,-0.54747,0.79575,-0.6947,0.80784,-0.52344,0.6247,0.56335,-0.5198,0.53836,-0.50672,-0.74949,0.8152,0.51181,0.77848,-0.73504,0.50348,-0.72891,0.71971,-0.85427,0.56414,0.85705,-0.65232,-0.65278,-0.59731,-0.82215,-0.60843,0.50711,0.74839,-0.71718,-0.60818,0.76444,-0.73092,-0.60456,0.57065,0.63245,-0.77384,-0.69026,-0.58792,0.79033,0.50219,0.69012,0.51993,-0.66977,-0.56313,0.84816,-0.74588,0.67435,0.69567,-0.53095,0.57072,-0.65956,0.52339,-0.58342,0.76479,-0.85056,-0.51491,0.68774,0.60795,-0.78478,0.95455,-0.54777,-0.64204,-0.62185,-0.6601,-0.75447,-0.68373,-0.85633,0.60235,0.57858,-0.60377
0.83503,-0.51503,-0.77145,-0.55497,0.6323,0.61955,0.78321,-0.75244,15.821,-0.67595,0.58767,-0.60044,0.55296,0.51686,-0.577,0.50526,-0.65305,-0.76577,-0.66363,-0.60838,0.84475,-0.60252,0.95665,-0.76138,0.63989,-0.60217,-0.80211,0.81991,0.62529,-0.73322,-0.58468,-0.5089,-0.56655,0.75487,0.59076,0.5736,0.84685,-0.73548,-0.64562,0.57691,0.68511,-0.53986,-0.77264,0.76786,-0.72992,-0.77942,0.97286,0.61859,0.52781,-0.52596,0.70634,-0.51687,-0.85564,0.69437,-0.85755,-0.76485,-0.88187,0.65329,0.73826,0.50511,0.60186,0.59677,0.52073,-0.8039,0.51952,0.69444,0.64078,-0.567,-0.58058,-0.9138,-0.72892,-0.60673,-0.5673,-0.56845,-0.53683,0.80364,0.50591,0.60381,-0.73019,-0.56409,-0.57828,-0.64266,0.58429,-0.51807,-0.63146,0.5448,-0.62231,-0.61709,0.64684,0.69556,0.65422,-0.60507,0.78356,-0.57883,-0.71214,0.5909,0.80492,-0.52518,-0.69447,-0.77828,0.67147,-0.6226,-0.51158,-0.5612,-0.54537,-0.54419,-0.78119,0.56311,0.57793,-0.86229,-0.62625,0.71798,-0.90391,0.50721,-0.80438,-0.52205,-0.67008,-0.95353,-0.53903,0.73086,0.73184,-0.81261,-0.61346,0.86033,0.65703,0.75979,0.88639,-0.84269,0.83013,0.69464,0.83738,-0.78941,-0.55942,0.6682,0.55351,0.88716,-0.65353,0.58499,0.57134,0.57942,0.5178,-0.88044,0.90345,-0.51949,-0.84524,-0.63911,0.55038,0.60221,-0.60551,0.89314
0.65041,-0.51509,0.85137,0.75279,-0.6074,-0.53975,-0.83351,-0.95002,-0.67595,15.821,-0.89058,0.8978,-0.61854,-0.6212,0.67576,0.7332,0.60673,-0.70415,0.54929,-0.70995,0.77201,0.76257,0.69638,0.58586,-0.77474,0.52061,0.74647,0.60033,-0.70446,0.54715,0.67654,0.50084,0.68713,0.86728,0.68736,0.61451,0.53782,-0.70375,0.58431,0.64231,-0.77731,0.57521,0.70732,0.84638,-0.58667,0.58801,-0.8947,-0.56108,-0.5929,-0.89116,-0.73176,0.79439,0.84328,-0.9142,-0.8266,-0.50212,0.84575,0.79331,0.74805,0.53316,0.60129,0.5977,0.51371,-0.5399,0.66257,-0.67072,-0.71372,0.73418,0.83481,-0.70925,0.56614,-0.51562,0.68145,0.81935,-0.61091,0.56015,-0.78279,-0.72028,0.74599,0.67555,0.75655,-0.78431,0.51877,0.70846,-0.72317,-0.7998,0.66173,-0.77384,0.59795,-0.5068,-0.74184,-0.94178,-0.59886,-0.83923,0.54356,-0.59393,0.58748,-0.67855,0.50482,0.57957,-0.73057,-0.68239,-0.6462,-0.77037,-0.50525,-0.7693,-0.51746,-0.85307,-0.60001,-0.64744,-0.68766,-0.60319,0.87755,-0.61365,0.85066,0.56331,0.60495,0.76488,0.55284,-0.50018,-0.51582,0.71139,0.6369,0.6973,0.70657,0.50312,-0.75374,0.63759,-0.7942,0.88032,0.9481,-0.90459,-0.58117,0.56335,-0.73072,0.59824,-0.93265,0.68179,0.53549,0.66497,0.65723,0.70772,-0.60103,-0.52131,0.64605,-0.81306,0.5427,0.51154,-0.7795,-0.69604
